time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,pred_time,nr_time,ctrl_callback_time,metadata
1.430511474609375e-06,-0.009592441841959953,0.02282596006989479,0.259493887424469,-0.02553762895631637,0.7213380089829035,-0.0234511885792017,-0.03449622169137001,0.00956045277416706,0.0,0.0,-0.6,0.0,0.4570136070251465,0.4570136070251465,0.5213804244995117,Sim
0.521392822265625,-0.009592441841959953,0.02282596006989479,0.259493887424469,-0.02553762895631637,0.74295962981628,-0.036548715084791183,-0.053508855402469635,0.015855103731155396,0.0,0.0,-0.6,0.0,0.0001995563507080078,0.0001995563507080078,0.0030357837677001953,jax_reg_wardi
0.529249906539917,-0.012411356903612614,0.019397087395191193,0.2827531099319458,-0.025318484915922666,0.7606339233379079,-0.038124434649944305,-0.06607961654663086,0.02017376758158207,0.0,0.0,-0.6,0.0,0.00026297569274902344,0.00026297569274902344,0.0032875537872314453,1x Speed
0.5392203330993652,-0.012320335954427719,0.019295161589980125,0.28260537981987,-0.025344247377227958,0.7745187962531165,-0.038999125361442566,-0.07369093596935272,0.02321486547589302,0.0,0.0,-0.6,0.0,0.000255584716796875,0.000255584716796875,0.0033588409423828125,circle_horz_ref_func
0.5491905212402344,-0.012240380980074406,0.01919897273182869,0.28249892592430115,-0.025364658605455313,0.7854688023866228,-0.039469458162784576,-0.0784093365073204,0.02535885013639927,0.0,0.0,-0.6,0.0,0.0002124309539794922,0.0002124309539794922,0.0030138492584228516,0
0.5593080520629883,-0.012112012133002281,0.0190237108618021,0.28231173753738403,-0.02539547880033986,0.7941269135307358,-0.03958148509263992,-0.08132051676511765,0.026881227269768715,0.0,0.0,-0.6,0.0,0.00024247169494628906,0.00024247169494628906,0.0036852359771728516,0
0.5692179203033447,-0.012064115144312382,0.01894340291619301,0.28227588534355164,-0.025396312074924498,0.8009929938684318,-0.03958470746874809,-0.08325741440057755,0.027950575575232506,0.0,0.0,-0.6,0.0,0.0002689361572265625,0.0002689361572265625,0.0036334991455078125,0
0.5794088840484619,-0.012027249671518803,0.01886933296918869,0.2822776734828949,-0.025420441552669933,0.8064483231271378,-0.039561688899993896,-0.08450749516487122,0.028710272163152695,0.0,0.0,-0.6,0.0,0.00023865699768066406,0.00023865699768066406,0.0033121109008789062,0
0.5894989967346191,-0.012000016868114471,0.018801039084792137,0.2823154330253601,-0.02543272147256342,0.8107855812429181,-0.039487045258283615,-0.08535533398389816,0.029248900711536407,0.0,0.0,-0.6,0.0,0.000232696533203125,0.000232696533203125,0.0031881332397460938,0
0.5992214679718018,-0.011979367583990097,0.018736671656370163,0.28237128257751465,-0.025419255295496157,0.8141454684567441,-0.03932468593120575,-0.08580521494150162,0.02962602488696575,0.0,0.0,-0.6,0.0,0.00021576881408691406,0.00021576881408691406,0.003644704818725586,0
0.6092667579650879,-0.011961306445300579,0.018620872870087624,0.28235915303230286,-0.02543242549015608,0.8163307604244222,-0.03891007974743843,-0.08534500002861023,0.029911426827311516,0.0,0.0,-0.6,0.0,0.0002276897430419922,0.0002276897430419922,0.0033698081970214844,0
0.6193475723266602,-0.01196421217173338,0.01857040822505951,0.2822324335575104,-0.025424231910548916,0.8177497275946205,-0.038373906165361404,-0.08448604494333267,0.030119461938738823,0.0,0.0,-0.6,0.0,0.00026106834411621094,0.00026106834411621094,0.003556966781616211,0
0.6292223930358887,-0.011976714245975018,0.018523722887039185,0.28196510672569275,-0.025393389920064617,0.8185142554691245,-0.03764975443482399,-0.08324876427650452,0.03026847541332245,0.0,0.0,-0.6,0.0,0.00023674964904785156,0.00023674964904785156,0.003204822540283203,0
0.6393640041351318,-0.011997397989034653,0.018479371443390846,0.2815799415111542,-0.025355843792844564,0.818732074655065,-0.03667910024523735,-0.08155844360589981,0.030377987772226334,0.0,0.0,-0.6,0.0,0.00024390220642089844,0.00024390220642089844,0.003351449966430664,0
0.6492879390716553,-0.012059100903570652,0.01839856058359146,0.28042542934417725,-0.02517848139360893,0.8180636892394775,-0.03512220084667206,-0.0784861370921135,0.030428815633058548,0.0,0.0,-0.6,0.0,0.0003535747528076172,0.0003535747528076172,0.005961894989013672,0
0.6593928337097168,-0.01209984440356493,0.0183611661195755,0.2796424925327301,-0.025065302538954937,0.8170801491690899,-0.03354615718126297,-0.07532861828804016,0.03044215776026249,0.0,0.0,-0.6,0.0,0.00023436546325683594,0.00023436546325683594,0.0033266544342041016,0
0.6693384647369385,-0.012146443128585815,0.018327485769987106,0.27871572971343994,-0.024945355928390523,0.8158367417285681,-0.03210819140076637,-0.0720209926366806,0.030423572286963463,0.0,0.0,-0.6,0.0,0.00025534629821777344,0.00025534629821777344,0.0033822059631347656,0
0.6793925762176514,-0.012196850031614304,0.018298117443919182,0.27764275670051575,-0.02481646309092526,0.8143722231673488,-0.030787046998739243,-0.06855092942714691,0.030379196628928185,0.0,0.0,-0.6,0.0,0.00024962425231933594,0.00024962425231933594,0.003389120101928711,0
0.6893527507781982,-0.012306512333452702,0.018251653760671616,0.27504512667655945,-0.02451903434893223,0.8122394833594959,-0.029129721224308014,-0.06375789642333984,0.030276184901595116,0.0,0.0,-0.6,0.0,0.00021910667419433594,0.00021910667419433594,0.0030379295349121094,0
0.6994354724884033,-0.012365482747554779,0.018231725320219994,0.27348360419273376,-0.02437069955271625,0.8100437832873757,-0.02749253436923027,-0.05915462225675583,0.0301674772053957,0.0,0.0,-0.6,0.0,0.0002689361572265625,0.0002689361572265625,0.0035169124603271484,0
0.7092516422271729,-0.012491322122514248,0.01819395087659359,0.2699102461338043,-0.024020728779132382,0.8073059021079936,-0.025353528559207916,-0.05350625514984131,0.030002081766724586,0.0,0.0,-0.6,0.0,0.0004286766052246094,0.0004286766052246094,0.005150556564331055,0
0.7194511890411377,-0.012557280249893665,0.018176306039094925,0.26789912581443787,-0.02382111611854604,0.8046208459901861,-0.02333175577223301,-0.04828809201717377,0.02982756309211254,0.0,0.0,-0.6,0.0,0.0002396106719970703,0.0002396106719970703,0.003482341766357422,0
0.7292587757110596,-0.012624013237655163,0.01815844513475895,0.26573964953422546,-0.023612515037894244,0.8019750897336356,-0.021371806040406227,-0.04322723299264908,0.029645228758454323,0.0,0.0,-0.6,0.0,0.00023889541625976562,0.00023889541625976562,0.003889322280883789,0
0.7393410205841064,-0.012692824937403202,0.018141675740480423,0.26343318819999695,-0.02342074257871043,0.7993622740586799,-0.0195067897439003,-0.03838628903031349,0.029460690915584564,0.0,0.0,-0.6,0.0,0.00028133392333984375,0.00028133392333984375,0.004023313522338867,0
0.7493207454681396,-0.012826682068407536,0.01811160147190094,0.2583872377872467,-0.023041814995351347,0.7962948384878717,-0.01723744161427021,-0.03239619731903076,0.029225153848528862,0.0,0.0,-0.6,0.0,0.0003101825714111328,0.0003101825714111328,0.0042040348052978516,0
0.7593274116516113,-0.012891290709376335,0.018096793442964554,0.25565409660339355,-0.022820980585373733,0.7933573613062131,-0.015083583071827888,-0.02689150534570217,0.028989750891923904,0.0,0.0,-0.6,0.0,0.00027823448181152344,0.00027823448181152344,0.0032362937927246094,0
