time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,mpc_time,ctrl_callback_time_history,metadata
4.76837158203125e-07,0.6219231486320496,-0.8489598035812378,0.9107596278190613,-0.2782908719917567,-0.9750915857768484,0.7999999999989643,0.7999999999988812,0.7999999999995366,0.0,0.0,-0.6,0.0,0.002683877944946289,0.003396272659301758,Sim
0.009712457656860352,0.6218269467353821,-0.8490328788757324,0.9106713533401489,-0.27829319128629426,-0.9750915857768573,0.7999999999994598,0.7999999999994216,0.7999999999997521,0.0,0.0,-0.6,0.0,0.0012302398681640625,0.0017616748809814453,1x Speed
0.01984119415283203,0.6217480897903442,-0.8490931391716003,0.9106464385986328,-0.2782909808100757,-0.9750915857768573,0.7999999999994549,0.799999999999416,0.7999999999997498,0.0,0.0,-0.6,0.0,0.0010974407196044922,0.0016677379608154297,Horizon:3.0
0.02990126609802246,0.621630847454071,-0.8491743803024292,0.9107784628868103,-0.27832183556388024,-0.9750915857768332,0.7999999999981197,0.799999999997953,0.7999999999991722,0.0,0.0,-0.6,0.0,0.0012919902801513672,0.001916646957397461,Num Steps:20
0.03969383239746094,0.6215924024581909,-0.8491948843002319,0.9109308123588562,-0.2783384911849459,-0.9750915857768316,0.7999999999980376,0.799999999997864,0.7999999999991375,0.0,0.0,-0.6,0.0,0.0014452934265136719,0.002016782760620117,No Pyjoules
0.04985189437866211,0.6215664148330688,-0.8492008447647095,0.911122739315033,-0.2783448217533809,-0.9750915857768221,0.7999999999975087,0.7999999999972818,0.7999999999989115,0.0,0.0,-0.6,0.0,0.0021293163299560547,0.003152132034301758,0
0.06016802787780762,0.6215832829475403,-0.8491979837417603,0.9113664627075195,-0.2783452500086492,-0.9750915857768312,0.7999999999980139,0.7999999999978366,0.7999999999991267,0.0,0.0,-0.6,0.0,0.0022170543670654297,0.003348827362060547,0
0.06989693641662598,0.6216131448745728,-0.8491839170455933,0.911662757396698,-0.27833961798110907,-0.9750915857768178,0.7999999999972645,0.7999999999970104,0.7999999999988067,0.0,0.0,-0.6,0.0,0.002399444580078125,0.00319671630859375,0
0.08002829551696777,0.6217101812362671,-0.8491235971450806,0.9124107956886292,-0.2783526179642496,-0.9750915857768343,0.7999999999981894,0.7999999999980304,0.7999999999992036,0.0,0.0,-0.6,0.0,0.0020411014556884766,0.0028162002563476562,0
0.0899500846862793,0.6217778325080872,-0.8490762114524841,0.912862241268158,-0.2783397379634018,-0.9750915857768282,0.7999999999978422,0.7999999999976481,0.7999999999990556,0.0,0.0,-0.6,0.0,0.0019233226776123047,0.002716541290283203,0
